range_start,range_end,journal,volume,issue,issue_heading,published_date,title,authors,score,priority,lab_relevance,themes,matched_groups,matched_terms,doi,url,review_o,review_x,training_label,reviewer_notes,abstract
all-time,current,Journal of Clinical Investigation,136,17,"Volume 136, Issue 17, Jun 2026",2026-06-11,Dietary omega-6 lipids promote postinjury aberrant bone formation in obesity,"Stefanie L. Moye, Monisha Mittal, ..., Benjamin Levi",32.0,Must read,3,Liver metabolism / MASLD; Adipose tissue / adipocyte biology,core_disease_context; adipose_axis,core_disease_context: obesity | adipose_axis: adiposity,10.1172/jci205829,https://doi.org/10.1172/jci205829,,,,,"Obesity is associated with impaired wound healing, but the mechanisms linking excess adiposity to aberrant tissue repair remain unresolved. Heterotopic ossification (HO) is a severe example of pathologic tissue repair in which mesenchymal progenitor cells (MPCs) undergo aberrant osteochondral differentiation within soft tissue, leading to joint contractures and pain. Here, we show that accumulation of dietary omega-6 (ω-6) lipids in the injury site is a key mechanism linking obesity to HO. Specifically, in mice fed a high-fat diet (HFD), injured tissues were enriched in linoleic and arachidonic acids, providing substrate for myeloid COX-2–dependent prostaglandin E 2 (PGE 2 ) production. PGE 2 then drove a transcriptional program in MPCs that promoted osteochondral differentiation. An isocaloric, low linoleic acid HFD reduced HO despite comparable obesity, demonstrating that dietary lipid composition, rather than adiposity alone, drove pathological repair. Clinical data mirrored these findings, showing that obesity conferred increased HO risk, and COX-2 inhibition reduced HO exclusively in obese patients. Together, these findings identify injury site ω-6 lipid enrichment as the key signal linking the diet to MPC reprogramming, pointing to dietary lipid modulation as an actionable strategy to limit HO in obesity."
all-time,current,Journal of Clinical Investigation,136,13,"Volume 136, Issue 13, Jun 2026",2026-06-11,AAV-mediated long-term TBX18 expression causes cardiac fibrosis and fails to induce pacemaker activity in rodents,"Jianan Wang, Mathilde R. Rivaud, ..., Gerard J.J. Boink",12.0,Worth scanning,2,Liver metabolism / MASLD,liver_axis,liver_axis: fibrosis,10.1172/jci190632,https://doi.org/10.1172/jci190632,,,,,
all-time,current,Journal of Clinical Investigation,,,Jun 2026,2026-06-09,Aberrant STAT signaling and T cell dysregulation define a targetable pediatric sepsis endotype,"Robert B. Lindell, Samir U. Sayed, ..., Sarah E. Henrickson",10.0,Worth scanning,2,Inflammation / immune regulation,inflammation_immunity,inflammation_immunity: T cell,10.1172/jci202867,https://doi.org/10.1172/jci202867,,,,,
all-time,current,Journal of Clinical Investigation,,,Jun 2026,2026-06-09,APOL1-risk alleles modulate T-cell receptor signaling to promote allograft rejection,"John Pell, EM Tanvir, ..., Madhav C Menon",10.0,Worth scanning,2,Inflammation / immune regulation,inflammation_immunity,inflammation_immunity: T cell,10.1172/jci193173,https://doi.org/10.1172/jci193173,,,,,
all-time,current,Journal of Clinical Investigation,,,Jun 2026,2026-06-09,"Single-cell spatial transcriptomics of formalin-fixed, paraffin-embedded biopsies reveals colitis-associated cell networks","Elvira Mennillo, Madison L. Lotstein, ..., Alexis J. Combes",8.0,Archive only,1,Single-cell / spatial / atlas,omics_and_atlas,omics_and_atlas: spatial transcriptomics,10.1172/jci202488,https://doi.org/10.1172/jci202488,,,,,
all-time,current,Journal of Clinical Investigation,,,Jun 2026,2026-06-09,Selective expansion of cardiac macrophage subtypes distinguishes their functional roles in disease and homeostasis,"Rajesh K. Kasam, Ronald J. Vagnozzi, ..., Jeffery D. Molkentin",7.0,Archive only,1,Inflammation / immune regulation,inflammation_immunity,inflammation_immunity: macrophage,10.1172/jci200194,https://doi.org/10.1172/jci200194,,,,,
all-time,current,Journal of Clinical Investigation,,,Jun 2026,2026-06-02,The Peri-necrotic Niche of Glioblastoma Drives Tumor-associated Macrophage Polarization and Immunosuppression via Podoplanin-mediated CLEC5A Activation,"Jiabo Li, Xuya Wang, ..., Daniel J. Brat",7.0,Archive only,1,Inflammation / immune regulation,inflammation_immunity,inflammation_immunity: macrophage,10.1172/jci199228,https://doi.org/10.1172/jci199228,,,,,
all-time,current,Journal of Clinical Investigation,136,11,"Volume 136, Issue 11, Jun 2026",2026-06-01,Sinusoidal endothelial cells control liver inflammation and fibrosis,"Yingfen Chen, Yong He",30.0,Must read,3,Liver metabolism / MASLD; Inflammation / immune regulation,liver_axis; inflammation_immunity,"liver_axis: fibrosis, liver | inflammation_immunity: inflammation",10.1172/jci206430,https://doi.org/10.1172/jci206430,,,,,
all-time,current,Journal of Clinical Investigation,136,11,"Volume 136, Issue 11, Jun 2026",2026-06-01,"Connecting a Western diet, palmitic acid, and enteric neuropathy",Rexford S. Ahima,2.0,Not relevant,0,,,,10.1172/jci205830,https://doi.org/10.1172/jci205830,,,,,
all-time,current,Journal of Clinical Investigation,136,11,"Volume 136, Issue 11, Jun 2026",2026-06-01,Expanding roles of cGAS-STING signaling in neuroinflammation,"Weixi Feng, Abulimiti Aikedan, Subhash C. Sinha, Li Gan",2.0,Not relevant,0,,,,10.1172/jci204550,https://doi.org/10.1172/jci204550,,,,,
all-time,current,Journal of Clinical Investigation,136,13,"Volume 136, Issue 13, May 2026",2026-05-28,Pulmonary arterial hypertension induces a metabolic and inflammatory hepatopathy,"Madelyn J. Blake, Sally E. Prins, ..., Kurt W. Prins",2.0,Not relevant,0,,,,10.1172/jci201862,https://doi.org/10.1172/jci201862,,,,,
all-time,current,Journal of Clinical Investigation,136,13,"Volume 136, Issue 13, May 2026",2026-05-19,Meflin confers antifibrotic properties to intestinal fibroblasts in inflammatory bowel disease,"Jingxi Mu, Keiko Maeda, ..., Atsushi Enomoto",2.0,Not relevant,0,,,,10.1172/jci192804,https://doi.org/10.1172/jci192804,,,,,
all-time,current,Journal of Clinical Investigation,136,10,"Volume 136, Issue 10, May 2026",2026-05-15,Liver-derived ceramides link metabolism to tissue wasting in cancer cachexia,"Kerui Huang, Norbert Perrimon, Marcus D. Goncalves",12.0,Worth scanning,2,Liver metabolism / MASLD,liver_axis,liver_axis: liver,10.1172/jci206031,https://doi.org/10.1172/jci206031,,,,,
all-time,current,Journal of Clinical Investigation,136,10,"Volume 136, Issue 10, May 2026",2026-05-15,New and emerging therapies in type 1 diabetes mellitus,"Kevan C. Herold, Carmella Evans-Molina",12.0,Worth scanning,2,Liver metabolism / MASLD,core_disease_context,core_disease_context: diabetes,10.1172/jci205520,https://doi.org/10.1172/jci205520,,,,,
all-time,current,Journal of Clinical Investigation,136,10,"Volume 136, Issue 10, May 2026",2026-05-15,Inhibition of ceramide synthesis ameliorates body wasting in a cancer cachexia model,"Pauline Morigny, Honglei Ji, ..., Maria Rohm",2.0,Not relevant,0,,,,10.1172/jci194687,https://doi.org/10.1172/jci194687,,,,,
all-time,current,Journal of Clinical Investigation,136,10,"Volume 136, Issue 10, May 2026",2026-05-15,Disrupting VE-cadherin Y685 phosphorylation inhibits development of experimental diabetic and prediabetic retinopathy,"Yixin Wang, Hongpeng Huang, ..., Yuxi Feng",2.0,Not relevant,0,,,,10.1172/jci195048,https://doi.org/10.1172/jci195048,,,,,
all-time,current,Journal of Clinical Investigation,136,13,"Volume 136, Issue 13, May 2026",2026-05-12,IL-6 receptor blockade impedes proinflammatory atypical Treg subset associated with immune checkpoint inhibitor–induced inflammatory arthritis,"Yifei Ma, Nianqi Liu, ..., Ao Zhang",10.0,Worth scanning,2,Inflammation / immune regulation,inflammation_immunity,inflammation_immunity: Treg,10.1172/jci200135,https://doi.org/10.1172/jci200135,,,,,
all-time,current,Journal of Clinical Investigation,136,13,"Volume 136, Issue 13, May 2026",2026-05-12,Metabolic dysfunction–associated steatohepatitis exacerbated by Clostridium perfringens–derived ammonia is attenuated by tripeptide DT-109,"Pengxiang Qu, Shusi Ding, ..., Y. Eugene Chen",2.0,Not relevant,0,,,,10.1172/jci200522,https://doi.org/10.1172/jci200522,,,,,
all-time,current,Journal of Clinical Investigation,136,13,"Volume 136, Issue 13, May 2026",2026-05-12,"HNF4α controls growth, identity, and KRAS inhibitor response in invasive mucinous adenocarcinoma of the lung","Headtlove Essel Dadzie, Yangsook Song Green, ..., Eric L. Snyder",2.0,Not relevant,0,,,,10.1172/jci198282,https://doi.org/10.1172/jci198282,,,,,
all-time,current,Journal of Clinical Investigation,136,12,"Volume 136, Issue 12, May 2026",2026-05-07,Activation of the impaired NAMPT/SIRT7/SOD2 axis restores alveolar progenitor cell renewal in idiopathic pulmonary fibrosis,"Xuexi Zhang, Xue Liu, ..., Jiurong Liang",12.0,Worth scanning,2,Liver metabolism / MASLD,liver_axis,liver_axis: fibrosis,10.1172/jci198031,https://doi.org/10.1172/jci198031,,,,,
all-time,current,Journal of Clinical Investigation,136,12,"Volume 136, Issue 12, May 2026",2026-05-05,MVA.HIVconsvX vaccination–evoked T cell expansion inversely associates with age in people with HIV-1 on antiretroviral therapy,"Cynthia L. Gay, Yinyan Xu, ..., Nilu Goonetilleke",10.0,Worth scanning,2,Inflammation / immune regulation,inflammation_immunity,inflammation_immunity: T cell,10.1172/jci193547,https://doi.org/10.1172/jci193547,,,,,
all-time,current,Journal of Clinical Investigation,,,May 2026,2026-05-05,CXCR6+ CD127– Tr1 cells balance immunity and persistence in Plasmodium falciparum infection,"Jason Nideffer, Florian Bach, ..., Prasanna Jagannathan",2.0,Not relevant,0,,,,10.1172/jci200628,https://doi.org/10.1172/jci200628,,,,,
all-time,current,Journal of Clinical Investigation,136,9,"Volume 136, Issue 9, May 2026",2026-05-01,THEMIS attenuates MASH by suppressing disease-associated hepatocyte induction and hepatocyte senescence in mice,"Xiaoxue Qiu, You Lu, ..., Jiandie D. Lin",34.0,Must read,3,Liver metabolism / MASLD; Aging / senescence,liver_axis; aging_senescence,"liver_axis: hepatocyte | aging_senescence: hepatocyte senescence, senescence",10.1172/jci199303,https://doi.org/10.1172/jci199303,,,,,
all-time,current,Journal of Clinical Investigation,136,9,"Volume 136, Issue 9, May 2026",2026-05-01,Unrestrained fatty acid oxidation triggers heart failure in mice via cardiolipin loss and mitochondrial dysfunction,"Chai-Wan Kim, Goncalo Vale, ..., Jay D. Horton",10.0,Worth scanning,2,Liver metabolism / MASLD,lipid_metabolism,lipid_metabolism: fatty acid oxidation,10.1172/jci202528,https://doi.org/10.1172/jci202528,,,,,
all-time,current,Journal of Clinical Investigation,136,9,"Volume 136, Issue 9, May 2026",2026-05-01,Running rich: how excess fatty acid oxidation drains the cardiac engine,"Steven M. Claypool, Carla M. Koehler",10.0,Worth scanning,2,Liver metabolism / MASLD,lipid_metabolism,lipid_metabolism: fatty acid oxidation,10.1172/jci204459,https://doi.org/10.1172/jci204459,,,,,
all-time,current,Journal of Clinical Investigation,136,9,"Volume 136, Issue 9, May 2026",2026-05-01,Corrigendum to Myeloperoxidase-anchored ENO1 mediates neutrophil extracellular trap DNA to enhance Treg differentiation via IFITM2 during sepsis,"Yi Jiang, Shenjia Gao, ..., Wankun Chen",10.0,Worth scanning,2,Inflammation / immune regulation,inflammation_immunity,inflammation_immunity: Treg,10.1172/jci206849,https://doi.org/10.1172/jci206849,,,,,
all-time,current,Journal of Clinical Investigation,136,9,"Volume 136, Issue 9, May 2026",2026-05-01,Conventional type-1 DC density is associated with checkpoint inhibitor response across multiple types of cancer,"Alvaro Lopez-Janeiro, José González-Gomariz, ..., Ignacio Melero",2.0,Not relevant,0,,,,10.1172/jci200987,https://doi.org/10.1172/jci200987,,,,,
all-time,current,Journal of Clinical Investigation,136,9,"Volume 136, Issue 9, May 2026",2026-05-01,Helicobacter pylori–induced PPFIA4 orchestrates immune network–promoting gastritis and gastric bacterial colonization,"Pan Wang, Nan You, ..., Yuan Zhuang",2.0,Not relevant,0,,,,10.1172/jci193848,https://doi.org/10.1172/jci193848,,,,,
all-time,current,Journal of Clinical Investigation,136,9,"Volume 136, Issue 9, May 2026",2026-05-01,Smoldering in the sanctuary: HIV-associated brain injury in the ART era,"Paraskevas Filippidis, Shelli F. Farhadian",2.0,Not relevant,0,,,,10.1172/jci204831,https://doi.org/10.1172/jci204831,,,,,
all-time,current,Journal of Clinical Investigation,136,9,"Volume 136, Issue 9, May 2026",2026-05-01,Phospholipase PLA2G5-triggered hemolysis emerges as a contributor to sepsis lethality,Jean-Marc Cavaillon,2.0,Not relevant,0,,,,10.1172/jci205822,https://doi.org/10.1172/jci205822,,,,,
all-time,current,Journal of Clinical Investigation,136,9,"Volume 136, Issue 9, May 2026",2026-05-01,Expanding the functional repertoire of macrophages as remote healers,"Camille Blériot, Florent Ginhoux",-1.0,Not relevant,0,,,,10.1172/jci205823,https://doi.org/10.1172/jci205823,,,,,
all-time,current,Journal of Clinical Investigation,136,12,"Volume 136, Issue 12, Apr 2026",2026-04-30,Macropinocytosis inhibition attenuates profibrotic responses in lung fibroblasts and pulmonary fibrosis models,"Ivan O. Rosas, Aaron K. McDowell-Sanchez, ..., Konstantin Tsoyi",9.0,Archive only,1,Liver metabolism / MASLD,liver_axis,liver_axis: fibrosis,10.1172/jci197651,https://doi.org/10.1172/jci197651,,,,,
all-time,current,Journal of Clinical Investigation,136,12,"Volume 136, Issue 12, Apr 2026",2026-04-30,Skin-resident Langerhans cells drive neuropathic pain via chemokine-dependent neuron-immune communication,"Paola Pacifico, Dale George, ..., Daniela M. Menichella",2.0,Not relevant,0,,,,10.1172/jci192328,https://doi.org/10.1172/jci192328,,,,,
all-time,current,Journal of Clinical Investigation,136,12,"Volume 136, Issue 12, Apr 2026",2026-04-28,Iron overload in steatotic hepatocytes drives systemic metabolic dysfunction via alterations in hepatokine production,"Hye Jin Jo, Ayoung Kim, ..., Chang Yeob Han",2.0,Not relevant,0,,,,10.1172/jci196374,https://doi.org/10.1172/jci196374,,,,,
all-time,current,Journal of Clinical Investigation,,,Apr 2026,2026-04-24,Hepatic SEC16B regulates lipid homeostasis by coordinating VLDL secretion and lipid droplet expansion,"Wei Lu, Zhiming Zhao, ..., Bo Wang",12.0,Worth scanning,2,Liver metabolism / MASLD,liver_axis,liver_axis: hepatic,10.1172/jci204602,https://doi.org/10.1172/jci204602,,,,,
all-time,current,Journal of Clinical Investigation,136,13,"Volume 136, Issue 13, Apr 2026",2026-04-23,T cell receptor signaling induces expression of lysine demethylase KDM6B to maintain Treg homeostasis,"Minghong He, Beisi Xu, ..., Jason R. Mock",18.0,Must read,3,Inflammation / immune regulation,inflammation_immunity,"inflammation_immunity: T cell, Treg",10.1172/jci196022,https://doi.org/10.1172/jci196022,,,,,
all-time,current,Journal of Clinical Investigation,136,13,"Volume 136, Issue 13, Apr 2026",2026-04-23,Protein phosphatase 2A regulates senescence and immunogenicity in medulloblastoma models,"Winson S. Ho, Isha Mondal, ..., Rongze Olivia Lu",8.0,Archive only,1,Aging / senescence,aging_senescence,aging_senescence: senescence,10.1172/jci196753,https://doi.org/10.1172/jci196753,,,,,
all-time,current,Journal of Clinical Investigation,136,12,"Volume 136, Issue 12, Apr 2026",2026-04-23,DYRK1A enhances antitumor immunity in type 1 conventional dendritic cells via mTORC1 activation,"Hongjiao Wang, He Jiang, ..., Zuliang Jie",2.0,Not relevant,0,,,,10.1172/jci199108,https://doi.org/10.1172/jci199108,,,,,
all-time,current,Journal of Clinical Investigation,136,12,"Volume 136, Issue 12, Apr 2026",2026-04-21,Divergent macrophage-regulated T cell states determine response to Bacillus Calmette-Guérin vaccine in high-risk bladder cancer,"Ryan J. Brown, Mairah T. Khan, ..., Joshua J. Meeks",15.0,Worth scanning,2,Inflammation / immune regulation,inflammation_immunity,"inflammation_immunity: T cell, macrophage",10.1172/jci200442,https://doi.org/10.1172/jci200442,,,,,
all-time,current,Journal of Clinical Investigation,136,12,"Volume 136, Issue 12, Apr 2026",2026-04-16,Lipoprotein(a)-associated proteomic signature predicts cardiovascular disease in young adults,"Sascha N. Goonewardena, Shanshan Yao, ..., Venkatesh L. Murthy",2.0,Not relevant,0,,,,10.1172/jci204287,https://doi.org/10.1172/jci204287,,,,,
all-time,current,Journal of Clinical Investigation,136,8,"Volume 136, Issue 8, Apr 2026",2026-04-15,Hepatic glutathione depletion ameliorates MASLD through selective protein oxidation and inhibition of lipogenesis,"Xiang-Yu Liu, Guoxiao Wang, ..., C. Ronald Kahn",30.0,Must read,3,Liver metabolism / MASLD,core_disease_context; liver_axis; lipid_metabolism,core_disease_context: MASLD | liver_axis: hepatic | lipid_metabolism: lipogenesis,10.1172/jci197556,https://doi.org/10.1172/jci197556,,,,,
all-time,current,Journal of Clinical Investigation,136,8,"Volume 136, Issue 8, Apr 2026",2026-04-15,Unconscious uncoupling: dysfunctional neurovascular responses to low glucose in type 1 diabetes and impaired hypoglycemia awareness,"Stephanie A Amiel, Fernando O Zelaya",12.0,Worth scanning,2,Liver metabolism / MASLD,core_disease_context,core_disease_context: diabetes,10.1172/jci205273,https://doi.org/10.1172/jci205273,,,,,
all-time,current,Journal of Clinical Investigation,136,8,"Volume 136, Issue 8, Apr 2026",2026-04-15,"Corrigendum to Type 2 diabetes candidate genes, including PAX5, cause impaired insulin secretion in human pancreatic islets","Karl Bacos, Alexander Perfilyev, ..., Charlotte Ling",12.0,Worth scanning,2,Liver metabolism / MASLD,core_disease_context,core_disease_context: diabetes,10.1172/jci206633,https://doi.org/10.1172/jci206633,,,,,
all-time,current,Journal of Clinical Investigation,136,8,"Volume 136, Issue 8, Apr 2026",2026-04-15,Peripheral vaccination-induced brain-resident memory CD8+ T cells durably protect mice against intracranial malignancy,"Madison R. Mix, Cassie M. Sievers, ..., John T. Harty",10.0,Worth scanning,2,Inflammation / immune regulation,inflammation_immunity,inflammation_immunity: T cell,10.1172/jci197812,https://doi.org/10.1172/jci197812,,,,,
all-time,current,Journal of Clinical Investigation,136,8,"Volume 136, Issue 8, Apr 2026",2026-04-15,"Expanding clones, expanding aneurysms through macrophage-to-osteoclast differentiation","Jessica A. Regan, Svati H. Shah",7.0,Archive only,1,Inflammation / immune regulation,inflammation_immunity,inflammation_immunity: macrophage,10.1172/jci206748,https://doi.org/10.1172/jci206748,,,,,
all-time,current,Journal of Clinical Investigation,136,8,"Volume 136, Issue 8, Apr 2026",2026-04-15,Immune signaling and function in neurodegeneration,"Yvonne L. Latour, Dorian B. McGavern",2.0,Not relevant,0,,,,10.1172/jci199850,https://doi.org/10.1172/jci199850,,,,,
all-time,current,Journal of Clinical Investigation,136,8,"Volume 136, Issue 8, Apr 2026",2026-04-15,"Overnutrition in mice impairs thyroid hormone biosynthesis and utilization, causing hypothyroidism, despite remarkable thyroidal adaptations","Jessica Rampy, Alejandra Paola Torres-Manzo, ..., Nancy Carrasco",2.0,Not relevant,0,,,,10.1172/jci194207,https://doi.org/10.1172/jci194207,,,,,
all-time,current,Journal of Clinical Investigation,136,8,"Volume 136, Issue 8, Apr 2026",2026-04-15,Diet’s rapid effects on the thyroid gland challenge unidirectional assumptions about hypothyroidism and energy balance,"Arturo Hernandez, Francesco S. Celi",2.0,Not relevant,0,,,,10.1172/jci205029,https://doi.org/10.1172/jci205029,,,,,
all-time,current,Journal of Clinical Investigation,136,8,"Volume 136, Issue 8, Apr 2026",2026-04-15,Gasdermin E: a missing link in muscle regeneration,"Swathy Krishna, Jill A. Rafael-Fortney",2.0,Not relevant,0,,,,10.1172/jci205442,https://doi.org/10.1172/jci205442,,,,,
all-time,current,Journal of Clinical Investigation,136,11,"Volume 136, Issue 11, Apr 2026",2026-04-14,Variants in human CD48 lead to impaired T cell immunity and increased inflammation,"Samantha Milanesi, Tiziana Lorenzini, ..., Jana Pachlopnik Schmid",18.0,Must read,3,Inflammation / immune regulation,inflammation_immunity,"inflammation_immunity: T cell, inflammation",10.1172/jci191340,https://doi.org/10.1172/jci191340,,,,,
all-time,current,Journal of Clinical Investigation,136,12,"Volume 136, Issue 12, Apr 2026",2026-04-14,The EGFR regulates bacterial clearance in cystic fibrosis airway neutrophils,"Lawrence W. Rasmussen, Deepali Luthra, ..., Camilla Margaroli",12.0,Worth scanning,2,Liver metabolism / MASLD,liver_axis,liver_axis: fibrosis,10.1172/jci198292,https://doi.org/10.1172/jci198292,,,,,
all-time,current,Journal of Clinical Investigation,136,11,"Volume 136, Issue 11, Apr 2026",2026-04-02,The ULK1-NCOA3 axis restrains de novo lipogenesis and prevents diet-induced steatohepatitis and fibrosis in mice,"Young Do Koo, Romilia Tatiana Castillo, ..., E. Dale Abel",20.0,Must read,3,Liver metabolism / MASLD,liver_axis; lipid_metabolism,liver_axis: fibrosis | lipid_metabolism: lipogenesis,10.1172/jci191101,https://doi.org/10.1172/jci191101,,,,,
all-time,current,Journal of Clinical Investigation,136,11,"Volume 136, Issue 11, Apr 2026",2026-04-02,Therapeutic potential of synergistic mucociliary clearance for cystic fibrosis airways by β-adrenergic plus cholinergic agonists,"Nam Soo Joo, Susan E. Birket, ..., Carlos E. Milla",12.0,Worth scanning,2,Liver metabolism / MASLD,liver_axis,liver_axis: fibrosis,10.1172/jci201541,https://doi.org/10.1172/jci201541,,,,,
all-time,current,Journal of Clinical Investigation,136,12,"Volume 136, Issue 12, Apr 2026",2026-04-02,Aging-dependent microglial heterogeneity worsens outcomes in models of traumatic brain injury,"Zhichao Lu, Yi Shuai, ..., Peipei Gong",8.0,Archive only,1,Aging / senescence,aging_senescence,aging_senescence: aging,10.1172/jci196112,https://doi.org/10.1172/jci196112,,,,,
all-time,current,Journal of Clinical Investigation,136,11,"Volume 136, Issue 11, Apr 2026",2026-04-02,Rapid and profound decay of inducible and intact HIV genomes in early-treated Thai children,"Marta Massanella, Caroline Dufour, ..., Nicolas Chomont",2.0,Not relevant,0,,,,10.1172/jci198054,https://doi.org/10.1172/jci198054,,,,,
all-time,current,Journal of Clinical Investigation,136,7,"Volume 136, Issue 7, Apr 2026",2026-04-01,Corrigendum to Angiopoietin-2 exacerbates cardiac hypoxia and inflammation after myocardial infarction,"Seung-Jun Lee, Choong-kun Lee, ..., Gou Young Koh",10.0,Worth scanning,2,Inflammation / immune regulation,inflammation_immunity,inflammation_immunity: inflammation,10.1172/jci205881,https://doi.org/10.1172/jci205881,,,,,
all-time,current,Journal of Clinical Investigation,136,7,"Volume 136, Issue 7, Apr 2026",2026-04-01,Deconstructing senescence phenotypes in cells of the bone and bone marrow,"Lorenz C. Hofbauer, Martina Rauner",8.0,Archive only,1,Aging / senescence,aging_senescence,aging_senescence: senescence,10.1172/jci204645,https://doi.org/10.1172/jci204645,,,,,
all-time,current,Journal of Clinical Investigation,136,7,"Volume 136, Issue 7, Apr 2026",2026-04-01,TNFSF13 insufficiency disrupts human colonic epithelial cell growth and associated B cell dynamics,"Xianghui Ma, Shaneice K. Nettleford, ..., Kathryn E. Hamilton",2.0,Not relevant,0,,,,10.1172/jci186032,https://doi.org/10.1172/jci186032,,,,,
all-time,current,Journal of Clinical Investigation,136,7,"Volume 136, Issue 7, Apr 2026",2026-04-01,Goblet of fire: how Chlamydia ignites region-specific colitis by hijacking goblet cells,Declan F. McCole,2.0,Not relevant,0,,,,10.1172/jci204928,https://doi.org/10.1172/jci204928,,,,,
all-time,current,Journal of Clinical Investigation,136,7,"Volume 136, Issue 7, Apr 2026",2026-04-01,Lysosomal homeostasis at the crossroads of neurodegeneration,"Stefano De Tito, Sharon A. Tooze",2.0,Not relevant,0,,,,10.1172/jci199845,https://doi.org/10.1172/jci199845,,,,,
all-time,current,Journal of Clinical Investigation,136,10,"Volume 136, Issue 10, Mar 2026",2026-03-31,In vivo CRISPR screens identify CBX4 as an epigenetic regulator for cancer immunotherapy,"Zhibo Ma, Wenlong Jia, ..., Peixiang Lan",2.0,Not relevant,0,,,,10.1172/jci200564,https://doi.org/10.1172/jci200564,,,,,
all-time,current,Journal of Clinical Investigation,136,12,"Volume 136, Issue 12, Mar 2026",2026-03-24,GPR182 is a lipoprotein receptor for dietary fat absorption,"Zhiwei Sun, Robert J. Torphy, ..., Yuwen Zhu",2.0,Not relevant,0,,,,10.1172/jci200857,https://doi.org/10.1172/jci200857,,,,,
all-time,current,Journal of Clinical Investigation,136,10,"Volume 136, Issue 10, Mar 2026",2026-03-19,CXCR2 blockade overcomes the NETosis-mediated resistance to MEK inhibition in pancreatic cancer models,"Brian Herbst, Alex Blair, ..., Lei Zheng",2.0,Not relevant,0,,,,10.1172/jci196622,https://doi.org/10.1172/jci196622,,,,,
all-time,current,Journal of Clinical Investigation,136,11,"Volume 136, Issue 11, Mar 2026",2026-03-17,Epigenetically controlled endothelial promyelocytic leukemia drives liver inflammation and fibrosis,"Can Gan, Enjiang Lai, ..., Jinhang Gao",30.0,Must read,3,Liver metabolism / MASLD; Inflammation / immune regulation,liver_axis; inflammation_immunity,"liver_axis: fibrosis, liver | inflammation_immunity: inflammation",10.1172/jci196730,https://doi.org/10.1172/jci196730,,,,,
all-time,current,Journal of Clinical Investigation,136,10,"Volume 136, Issue 10, Mar 2026",2026-03-17,An HHEX/IKKα positive feedback loop promotes intestinal inflammation,"Zhebin Hua, Weimin Xu, ..., Peng Du",10.0,Worth scanning,2,Inflammation / immune regulation,inflammation_immunity,inflammation_immunity: inflammation,10.1172/jci192074,https://doi.org/10.1172/jci192074,,,,,
all-time,current,Journal of Clinical Investigation,136,10,"Volume 136, Issue 10, Mar 2026",2026-03-17,Estrogen receptor β deficiency increases susceptibility to sepsis through metabolic reprogramming–induced macrophage pyroptosis,"Yanrong Zhu, Gang Li, ..., Yue Dai",7.0,Archive only,1,Inflammation / immune regulation,inflammation_immunity,inflammation_immunity: macrophage,10.1172/jci196636,https://doi.org/10.1172/jci196636,,,,,
all-time,current,Journal of Clinical Investigation,136,9,"Volume 136, Issue 9, Mar 2026",2026-03-17,m6A deficiency induces dopaminergic neurodegeneration and progressive parkinsonism through a pathogenic loop with mitochondria,"Sun Liu, Qihuan Ren, ..., Shan Xiao",2.0,Not relevant,0,,,,10.1172/jci197183,https://doi.org/10.1172/jci197183,,,,,
all-time,current,Journal of Clinical Investigation,136,6,"Volume 136, Issue 6, Mar 2026",2026-03-16,Characterization of intestinal immune responses in generalized human and murine lipodystrophy,"Marilena Letizia, Toka Omar, ..., Carl Weidinger",45.0,Must read,3,Adipose tissue / adipocyte biology; Inflammation / immune regulation,adipose_axis; inflammation_immunity,"adipose_axis: adipose tissue, lipodystrophy | inflammation_immunity: T cell, inflammation",10.1172/jci192322,https://doi.org/10.1172/jci192322,,,,,"Acquired generalized lipodystrophy (AGL) is a rare metabolic disorder frequently associated with autoimmunity. Its etiology is incompletely understood, and the effect of adipose tissue loss on intestinal inflammation in AGL remains unclear. Using mass cytometry and single-cell RNA-seq, we observed an oligoclonal expansion of T cells in the periphery and inflamed intestine in a patient with AGL and Crohn’s disease (AGLCD). To explore if loss of adipose tissue triggers lymphoproliferation, we studied lipodystrophic mice as a model for AGL. Unexpectedly, lipodystrophic mice did not show T cell expansion, were protected from colitis, and displayed a defect in the development of proinflammatory T cells, which could be reversed by allogeneic fat transplantations, indicating that clonal T cell expansion in AGLCD is not primarily caused by lipodystrophy. Instead, gene sequencing revealed a T cell–intrinsic de novo neuroblastoma RAS viral oncogene homolog ( NRAS ) mutation, implicating somatic mosaicism as a facilitator of clonal T cell expansion and intestinal inflammation in AGLCD."
all-time,current,Journal of Clinical Investigation,136,6,"Volume 136, Issue 6, Mar 2026",2026-03-16,Fibrosis-memory is mediated by IL-3–producing T cells and drives progression of fibrosis,"Simone Buchtler, Antje Frühauf, ..., Matthias Mack",30.0,Must read,3,Liver metabolism / MASLD; Inflammation / immune regulation,liver_axis; inflammation_immunity,liver_axis: fibrosis | inflammation_immunity: T cell,10.1172/jci192095,https://doi.org/10.1172/jci192095,,,,,
